product_id,title,brand,category,price,imgUrl
1306746,"Lenovo Gaming Laptop IdeaPad 3 15.6"", 12th Intel Core i7-12700H 14 Cores, NVIDIA GeForce RTX 3050 Ti, 32GB RAM 1TB PCIe SSD, 120Hz IPS FHD, RJ-45, Thunderbolt 4, Backlit KB, Windows 11, w/Mousepad",lenovo,computers.notebook,1181.39,https://m.media-amazon.com/images/I/71QHezPMwzL._AC_UL320_.jpg
1307103,"Lenovo V14 G2 ALC 82KC009VUS 14"" Notebook - HD - 1366 x 768 - AMD Ryzen 5 5500U Hexa-core (6 Core) 2.10 GHz - 8 GB RAM - 256 GB SSD - Black",lenovo,computers.notebook,620.09,https://m.media-amazon.com/images/I/51vcB3XrExL._AC_UL320_.jpg
1306523,"Lenovo 2023 Newest IdeaPad 3i 14"" FHD Ultra-Light Laptop, 12th Gen Intel 10-Core i5-1235U(Beat i7-1165G7), 8GB RAM, 256GB SSD, Iris Xe Graphics, Fingerprint, Backlit Keyboard, Dolby Audio, Windows 11",lenovo,computers.notebook,501.43,https://m.media-amazon.com/images/I/61TuZI0FXmL._AC_UL320_.jpg
1306803,"Lenovo IdeaPad Slim 7 14IAP7 14&quot; 2.8K Touchscreen Notebook Computer, Intel Core i7-1260P 2.1GHz, 16GB RAM, 1TB SSD, Windows 11 Home, Cloud Gray",lenovo,computers.notebook,797.94,https://m.media-amazon.com/images/I/6197gDn29WL._AC_UL320_.jpg
1306473,"Lenovo Thinkpad E15 Business Laptop, 15.6"" FHD IPS Display, Intel Core i7-10510U, 32GB RAM Memory, 1TB PCIe NVMe SSD, Webcam, Zoom Meeting, Windows 10 Pro, Black",lenovo,computers.notebook,1135.14,https://m.media-amazon.com/images/I/81Gs0cRhPeL._AC_UL320_.jpg
1307457,"LENOVO 2022 IdeaPad Flex 5 16"" 2-in-1 2.5K IPS Touchscreen Laptop, Intel Core i7-1255U, 16GB RAM, 1TB SSD, Backlit Keyboard, Fingerprint Reader, Win 11 Pro, Storm Grey, 32GB Snow Bell USB Card",lenovo,computers.notebook,874.18,https://m.media-amazon.com/images/I/81e-Uu6hq2L._AC_UL320_.jpg
1306608,"Lenovo ThinkPad L15 Gen2 20X70076US 15.6"" Notebook - HD - 1366 x 768 - AMD Ryzen 5 PRO 5650U Hexa-core (6 Core) 2.30 GHz - 8 GB RAM - 256 GB SSD - Black",lenovo,computers.notebook,669.23,https://m.media-amazon.com/images/I/81YcwpTJMVL._AC_UL320_.jpg
1307556,"Lenovo ThinkPad T490s (20NX-001VUS) Intel i5-8265U, 8GB RAM, 256GB SSD, 14",lenovo,computers.notebook,862.06,https://m.media-amazon.com/images/I/618YLF2RUwL._AC_UL320_.jpg
1306411,"Lenovo IdeaPad 3 15ITL6 82H800KAUS 15.6"" Touchscreen Notebook - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-1135G7 Quad-core (4 Core) 2.40 GHz - 12 GB RAM - 512 GB SSD - Arctic Gray",lenovo,computers.notebook,504.49,https://m.media-amazon.com/images/I/61SNUSowuqL._AC_UL320_.jpg
1306920,"Lenovo ThinkPad E15 Gen 2 Home & Business Laptop (AMD Ryzen 5 4500U 6-Core, 16GB RAM, 512GB PCIe SSD, AMD Radeon, 15.6"" Full HD (1920x1080), WiFi, Bluetooth, Webcam, Win 10 Pro) with Hub",lenovo,computers.notebook,772.19,https://m.media-amazon.com/images/I/71hwpV5oXsL._AC_UL320_.jpg
100012452,"Lenovo IdeaPad 3 Laptop, Student and Business, 15.6” FHD Touchscreen Display, Intel Core i5-1135G7 Processor, 20GB RAM, 512GB SSD, Wi-Fi 6, SD Card Reader, HDMI, Webcam, Windows 11 Home, Grey",lenovo,computers.notebook,566.27,https://m.media-amazon.com/images/I/61oXknWtZgL._AC_UL320_.jpg
1306984,"Lenovo Newest IdeaPad 3 15.6” HD Touch Screen Laptop, Intel Core i5-10210U Processor, 16GB RAM 512GB SSD, Webcam, WiFi, HDMI, Windows 11, Almond",lenovo,computers.notebook,669.23,https://m.media-amazon.com/images/I/61+xpd20q5L._AC_UL320_.jpg
1306544,"Lenovo ThinkPad X1 Carbon 7th Generation Ultrabook: Core i7-8565U, 16GB RAM, 512GB SSD, 14"" FHD Display, Backlit Keyboard",lenovo,computers.notebook,1029.37,https://m.media-amazon.com/images/I/71IGXcWoCXL._AC_UL320_.jpg
1307534,Lenovo Thinkpadx1 Carbon Gen9 Intel Evo Laptop Core i7-1185G7| Windows11 Pro| 14inch WQXGA 16:10 IPS Display| Backlit Keyboard| Thunderbolt4| Wi-Fi6| Fingerprint| HDMICable (16GB RAM | 1TB PCIe SSD),lenovo,computers.notebook,1364.0,https://m.media-amazon.com/images/I/61if-YBLlEL._AC_UL320_.jpg
1306134,"Lenovo ThinkPad P14s 14"" FHD Touchscreen (AMD 8-core Ryzen 7 Pro 4750U (Beat i7-10750H), 32GB RAM, 1TB SSD) Mobile Workstation Business Laptop, Backlit, Fingerprint, WiFi 6, Win 10 Pro / 11 Pro",lenovo,computers.notebook,1000.0,https://m.media-amazon.com/images/I/61XUR64N4kL._AC_UL320_.jpg
1306725,"Lenovo Ultra Thin ThinkPad X1 Nano 13"" 2K (2160x1350) IPS 450nits Ultrabook i7-1160G7 Finger Print Windows 10 Pro W/HDMI (16GB RAM | 512GB PCIe SSD)",lenovo,computers.notebook,811.21,https://m.media-amazon.com/images/I/717x-CIsqvL._AC_UL320_.jpg
100006361,"Lenovo ThinkBook 14 G4 ABA 21DK000JUS 14"" Notebook - Full HD - 1920 x 1080 - AMD Ryzen 5 5625U Hexa-core (6 Core) 2.30 GHz - 16 GB Total RAM - 8 GB On-Board Memory - 256 GB SSD - Mineral Gray",lenovo,computers.notebook,694.15,https://m.media-amazon.com/images/I/513wzImcAQL._AC_UL320_.jpg
1306824,"Lenovo Newest IdaePad Flex 5 16"" 2-in-1 Laptop, 2.5K Touchscreen, Intel Core i7-1255U(> i7-1165G7), 16GB RAM, 1TB NVMe SSD, Backlit Keyboard, Fingerprint, WIFi6, Thunderbolt 4, Win 11,CUE Accessories",lenovo,computers.notebook,790.21,https://m.media-amazon.com/images/I/61kyY4g7b5L._AC_UL320_.jpg
1306412,"Lenovo IdeaPad Flex 5 14ALC05 82HU002YUS 14"" Touchscreen Convertible 2 in 1 Notebook - Full HD - 1920 x 1080 - AMD Ryzen 7 5700U Octa-core (8 Core) 1.40 GHz - 16 GB RAM - 512 GB SSD - Graphite Gray",lenovo,computers.notebook,669.18,https://m.media-amazon.com/images/I/71NEDBoMYVL._AC_UL320_.jpg
1305343,Lenovo ThinkStation P340 30DK003QUS Workstation - 1 x Intel Octa-core (8 Core) i7-10700 2.90 GHz - 16 GB DDR4 SDRAM RAM - 512 GB SSD - Small Form Factor - Windows 10 Pro 64-bitNVIDIA Quadro P1000 4 GB,lenovo,computers.notebook,1163.38,https://m.media-amazon.com/images/I/413AGj-eIhL._AC_UL320_.jpg
100003884,"Lenovo ThinkBook 13s G4 IAP 21AR001JUS 13.3"" Notebook - 2560 x 1600 - Intel Core i5 12th Gen i5-1240P - 8 GB Total RAM - 256 GB SSD",lenovo,computers.notebook,669.23,https://m.media-amazon.com/images/I/71ACUcyvXJL._AC_UL320_.jpg
1306831,"Lenovo IdeaPad 15.6"" FHD Touchscreen Laptop, Intel Core i5-1235U 10-Core Processor (Beats i7-1195G7), Intel Iris Xe Graphics, Backlit Keyboard, Fingerprint Reader, Win11 (16GB RAM | 1TBPCIe SSD)",lenovo,computers.notebook,669.23,https://m.media-amazon.com/images/I/71+DPRYFmVL._AC_UL320_.jpg
1306118,"Lenovo Business 15"" Linux Mint (Cinnamon) Laptop - Intel i7-1065G7, 20GB RAM, 1TB Hard Disk Drive, 15.6"" HD Display, Fast Charging",lenovo,computers.notebook,1300.36,https://m.media-amazon.com/images/I/51oW9spWoxL._AC_UL320_.jpg
1305071,"LENOVO ThinkPad X1 Carbon 9th Gen 9 Intel Core i7-1165G7, FHD Non-Touch Screen,16GB RAM, 512GB NVMe SSD, Backlit KYB Fingerprint Reader, Windows Pro",lenovo,computers.notebook,1273.91,https://m.media-amazon.com/images/I/51FOmWwmqaL._AC_UL320_.jpg
1304821,"Lenovo ThinkPad T590 Laptop - 15.6"" FHD IPS - 1.6GHz Intel Core i5-8265U Quad-Core - 256GB SSD - 8GB - Windows 10 Pro",lenovo,computers.notebook,924.01,https://m.media-amazon.com/images/I/61CN+fXnnZL._AC_UL320_.jpg
1307333,"Lenovo ThinkPad L15 Gen 3 21C30052US 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) - 8 GB Total RAM - 256 GB SSD - Thunder Black",lenovo,computers.notebook,1187.06,https://m.media-amazon.com/images/I/515cJQfPkuL._AC_UL320_.jpg
1306789,"Lenovo IdeaPad Laptop (2021 Latest Model), 17.3"" HD+ Display, AMD Ryzen 7 4700U 8-Core Processor (Beats i7-10750H), 20GB RAM, 512GB PCIe SSD, Fingerprint Reader, Webcam, Bluetooth, HDMI, Windows 10",lenovo,computers.notebook,797.94,https://m.media-amazon.com/images/I/71hvyG0qlML._AC_UL320_.jpg
1307046,Lenovo ThinkPad T14 Gen 2 20W000T6US 14 Touchscreen Notebook - Full HD - 1920 x 1080 - Intel Core i7 11th Gen i7-1185G7 Quad-core [4 Core] 3 GHz - 16 GB Total RAM - 512 GB SSD,lenovo,computers.notebook,1106.82,https://m.media-amazon.com/images/I/51nPeMwXh2L._AC_UL320_.jpg
1306752,"Lenovo Newest ideapad Flex 5 2-in-1 Laptop, AMD Ryzen 7 5700U(>i7-10750H), 15.6"" Full HD 1080P IPS Touch-Screen, Fingerprint, Type-C, Wi-Fi 6, Webcam (16GB RAM | 1TB PCIe SSD)",lenovo,computers.notebook,741.31,https://m.media-amazon.com/images/I/51b5186lJJS._AC_UL320_.jpg
1306653,Lenovo IdeaPad 3 Intel Core i5-1135G7 12GB 256GB SSD 15.6 FHD Touchscreen Laptop,lenovo,computers.notebook,491.21,https://m.media-amazon.com/images/I/71h5bQzXMmL._AC_UL320_.jpg
1306542,"Lenovo Yoga 15.6"" Slate Grey Laptop Intel i5-1135G7 8GB RAM 256GB SSD, Intel Iris Xe Graphics",lenovo,computers.notebook,617.75,https://m.media-amazon.com/images/I/61wUXpgDerL._AC_UL320_.jpg
1306772,"Lenovo ThinkPad T14 Gen 2 14"" FHD Business Laptop (Intel i5-1135G7, 16GB RAM, 512GB PCIe SSD, GeForce MX450 Graphics) 10-Hr Battery Life, Webcam, Thunderbolt 4, Wi-Fi 6E, 3-Year Warranty, Win 11 Pro",lenovo,computers.notebook,823.41,https://m.media-amazon.com/images/I/61ZxPRy9DbL._AC_UL320_.jpg
1307514,Lenovo ThinkCentre M70t Gen 3 11T60033US Desktop Computer - Intel Core i7 12th Gen i7-12700 Dodeca-core (12 Core) - 16 GB RAM DDR4 SDRAM - 512 GB NVMe M.2 PCI Express PCI Express NVMe 4.0 x4 SSD -,lenovo,computers.notebook,1106.82,https://m.media-amazon.com/images/I/517Py4oq2NL._AC_UL320_.jpg
100018275,"Lenovo ThinkPad T14s 14"" FHD (Intel Core i7-1165G7, 16GB RAM, 512GB SSD) Business Laptop, 14-Hr Battery Life, Backlit, Fingerprint, Thunderbolt 4, FHD IR Webcam, 3-Year Warranty, Win 10 / Win 11 Pro",lenovo,computers.notebook,900.9,https://m.media-amazon.com/images/I/71MlnL3XkPL._AC_UL320_.jpg
1306847,"Lenovo IdeaPad 3 15.6"" FHD Anti-Glare Laptop, AMD Ryzen 5 5500U, AMD Radeon 7 Graphics, 8GB DDR4 3200MHz, 256GB PCIe SSD, Backlit Keyboard, Fingerprint Reader, Webcam, HDMI, Windows 10, TWE Bundle",lenovo,computers.notebook,514.79,https://m.media-amazon.com/images/I/71+gBbeB6RL._AC_UL320_.jpg
1307590,"Lenovo Thinkpad X1 Carbon 14"" FHD Business Laptop, Intel Core i5-1135G7(Up to 4.2GHz), 16GB 4266MHz RAM, 1TB PCIe SSD, Fingerprint Reader, Backlit KB, WiFi 6, Webcam, CUE Accessories, Win 11 Pro",lenovo,computers.notebook,1181.3,https://m.media-amazon.com/images/I/61UxDnJWaUL._AC_UL320_.jpg
1306212,"Lenovo ThinkPad X1 Titannium Yoga Gen 1 2-in-1 Laptop, 13.5"" QHD Touchscreen, Intel Core i5-1130G7, 16GB RAM, 1TB PCIe SSD, Fingerprint, Backlit KYB, Thunderbolt 4, Win 11 P, w/CUE Accessories",lenovo,computers.notebook,926.64,https://m.media-amazon.com/images/I/71oKLkgUCsL._AC_UL320_.jpg
1306819,"Lenovo IdeaPad S540-14 - 14"" FHD Touch - 10gen i7-10510U - 12GB - 512GB SSD - Gray",lenovo,computers.notebook,617.75,https://m.media-amazon.com/images/I/71lxVHeoW4L._AC_UL320_.jpg
1306098,"Lenovo IdeaPad 3 Laptop, 15.6"" FHD IPS Touchscreen, Intel i5-1135G7 (>i7-1065G7), 12GB RAM, 512GB PCIe SSD, Iris Xe Graphics, Wi-Fi 6, Camera, Type-C, Fingerprint, w/ Mouse Pad",lenovo,computers.notebook,540.3,https://m.media-amazon.com/images/I/61ot++yG-TL._AC_UL320_.jpg
1304969,"Lenovo ThinkBook 15 G4 IAP 21DJ00G3US 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i7 12th Gen i7-1255U Deca-core (10 Core) 1.70 GHz - 8 GB Total RAM - 8 GB On-Board Memory - 512 GB SSD -",lenovo,computers.notebook,977.89,https://m.media-amazon.com/images/I/61-HZDkwIEL._AC_UL320_.jpg
1306405,"Lenovo ThinkPad P15s Gen 2 20W6008DUS 15.6"" Mobile Workstation - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-1145G7 Quad-core (4 Core) 2.60 GHz - 16 GB RAM - 512 GB SSD - Black",lenovo,computers.notebook,1271.33,https://m.media-amazon.com/images/I/71yP7AIThcL._AC_UL320_.jpg
1306522,"Lenovo X1 Nano, The Lightest ThinkPad Laptop Ever, with 13"" 2K Display, 11th Gen i5-1130G7 Processor, 16GB 4267MHz Memory, 512GB SSD, Thunderbolt 4, and Windows 10 Pro",lenovo,computers.notebook,833.74,https://m.media-amazon.com/images/I/61PuEWG3VzL._AC_UL320_.jpg
1307362,"Lenovo IdeaPad 5 15.6"" Laptop AMD Ryzen 7-5700U 16GB RAM 512GB SSD Graphite Grey - AMD Ryzen 7 5700U Octa-core - Windows 11 OS - Integrated AMD Radeon Graphics - LED Backlight Technology - Up to",lenovo,computers.notebook,720.71,https://m.media-amazon.com/images/I/712hYDANPIL._AC_UL320_.jpg
1307130,"Lenovo M80S G3 SFF,W10P,I5,8GB,256GB,3YR",lenovo,computers.notebook,926.41,https://m.media-amazon.com/images/I/41M0IRhR55L._AC_UL320_.jpg
1306208,"Lenovo IdeaPad 3 Laptop, 15.6"" FHD Display, AMD Ryzen 5 5500U, 8GB RAM, 512GB Storage, AMD Radeon 7 Graphics, Windows 11 Home, Abyss Blue",lenovo,computers.notebook,514.79,https://m.media-amazon.com/images/I/71CJhfgS6IL._AC_UL320_.jpg
1307435,"Lenovo IdeaPad 5i 15.6"" FHD Touch Screen Laptop, Intel 4Core i7 1165G7 up to 4.7GHz,Iris Xe Graphics, 8GB RAM 512GB PCle SSD, Backlit Keyboard, Fingerprint Reader, WiFi 6, with 4K HDMI Cable",lenovo,computers.notebook,553.4,https://m.media-amazon.com/images/I/71bia-cYS-L._AC_UL320_.jpg
1306792,"Lenovo 2023 Newest Ideapad 3i Laptop, 15.6"" FHD IPS Touchscreen, Intel Core i5-1135G7 Processor (4 core), 20GB RAM, 1TB SSD, Intel Iris Xe Graphics, Wi-Fi 6, Windows 11 Home in S Mode, Arctic Grey",lenovo,computers.notebook,643.49,https://m.media-amazon.com/images/I/71sLEti+95L._AC_UL320_.jpg
1304612,"Lenovo Yoga 910 2-in-1 14"" FHD IPS Touch-Screen Ultrabook, Intel Core i7-7500U, 8GB DDR4 RAM, 256GB SSD, HDMI, Bluetooth, 802.11ac, Fingerprint Reader, Backlit Keyboard, No DVD -Windows10",lenovo,computers.notebook,1315.09,https://m.media-amazon.com/images/I/61rcu-DsU0L._AC_UL320_.jpg
1307254,"Lenovo Latest ThinkBook 14 Gen 4, 12th Gen Intel i7-1255U, 14.0"" FHD (1920 x 1080) IPS, Anti-Glare, Touchscreen, 1 TB SSD, 16GB DDR4 RAM, Thunderbolt 4, Warranty, Win 11 Pro - Mineral Grey",lenovo,computers.notebook,1003.58,https://m.media-amazon.com/images/I/61PxtW66ldL._AC_UL320_.jpg
1307592,"Lenovo Ideapad 3 15.6"" Touch Screen Laptop - Intel Core i5-12GB Memory - 256GB SSD - Arctic Grey",lenovo,computers.notebook,514.79,https://m.media-amazon.com/images/I/81VBQJoT5JL._AC_UL320_.jpg
100002164,"Lenovo ThinkPad L15 Gen 3 21C3004SUS 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1245U Deca-core (10 Core) - 8 GB Total RAM - 256 GB SSD - Thunder Black",lenovo,computers.notebook,1120.54,https://m.media-amazon.com/images/I/515cJQfPkuL._AC_UL320_.jpg
1307045,"Lenovo ThinkPad L15 Gen 3 21C30050US 15.6"" Touchscreen Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) - 8 GB Total RAM - 256 GB SSD - Thunder Black",lenovo,computers.notebook,978.12,https://m.media-amazon.com/images/I/41u0FLqZUOL._AC_UL320_.jpg
1306114,"Lenovo ThinkPad X1 Titanium Yoga 13.5"" 2-in-1 Laptop (Intel Core i7-1160G7, 16GB RAM, 512GB SSD, QHD Touchscreen) Precision Pen, Lightweight 2.54lbs, 3-Year Warranty, Business PC, Win 11 Pro - 2023",lenovo,computers.notebook,1150.35,https://m.media-amazon.com/images/I/71KustFdQ4L._AC_UL320_.jpg
1306638,"Lenovo IdeaPad 3 Laptop, 15.6"" HD+ Display, AMD Ryzen 5 5500U, 8GB RAM, 512GB Storage, AMD Radeon 7 Graphics, Windows 11 Home, Abyss Blue",lenovo,computers.notebook,514.56,https://m.media-amazon.com/images/I/71G45wiWaTL._AC_UL320_.jpg
1306112,Lenovo ThinkStation P348 30EQ024CUS Workstation - 1 x Intel Core i7 Octa-core (8 Core) i7-11700 11th Gen 2.50 GHz - 16 GB DDR4 SDRAM RAM - 512 GB SSD - Tower,lenovo,computers.notebook,1355.18,https://m.media-amazon.com/images/I/61xuQxf2QlL._AC_UL320_.jpg
1305866,"Lenovo ThinkPad L14 Bussiness Laptop, IPS Anti-Glare 14"" FHD Touch Screen, Intel i5 Upto 4.2GHz, Intel Iris Xe Graphics, 20GB RAM, 1TB PCIe SSD, Windows 11 Pro with Bundled Accessories",lenovo,computers.notebook,671.81,https://m.media-amazon.com/images/I/81-zOKzacdL._AC_UL320_.jpg
1306990,"Lenovo ThinkBook Essential Laptop, 15.6"" FHD IPS Anti-Glare Display, AMD Ryzen 5 Processor (6 Cores, 4.0GHz), 12GB Memory, 512GB SSD Storage, Backlit Keyboard, Fingerprint Reader, Windows 11 Pro",lenovo,computers.notebook,586.86,https://m.media-amazon.com/images/I/81xOIY45QwL._AC_UL320_.jpg
1307132,Lenovo ThinkPad E14 Gen 5 21JK0053US 14 Touchscreen Notebook - WUXGA - 1920 x 1200 - Intel Core i7 13th Gen i7-1355U Deca-core [10 Core] 1.70 GHz - 16 GB Total RAM - 8 GB On-board Memory - 512 GB SSD,lenovo,computers.notebook,1003.63,https://m.media-amazon.com/images/I/61Wwu0TeE3L._AC_UL320_.jpg
1306013,"Lenovo ThinkBook 14 G4 IAP 21DH00DCUS 14"" Touchscreen Notebook - Full HD - 1920 x 1080 - Intel Core i7 12th Gen i7-1255U Deca-core (10 Core) 1.70 GHz - 16 GB Total RAM - 8 GB On-Board Memory - 512 GB",lenovo,computers.notebook,981.09,https://m.media-amazon.com/images/I/51dZuoGXeOL._AC_UL320_.jpg
